,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
36242,PRESERVED_SPECIMEN,Ardisia generalensis,809854,GBIF,Herrera 1305,Manuel Vargas,,8.9,-77.76666,"Cordillera de San Blas, desde Quebrada Masargandi hasta cerro Bo Yala (cerro Neblina), Frente a la Isla de Tubualá",1993.0,1,1,1,,WGS84,2019,Heraclio Herrera|Prudencio González
