,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
5831,PRESERVED_SPECIMEN,Oreopanax compactus,3107609,GBIF,,Manuel Vargas,,9.816667,-83.661111,"Tuis, 4 Km sobre la calle Rivel; siguiendo sobre el margen del rio Tuis.",1999.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; Esteban Uren~a
5832,PRESERVED_SPECIMEN,Oreopanax compactus,3107610,GBIF,,Manuel Vargas,,9.816667,-83.661111,"Tuis, 4 Km sobre la calle Rivel; siguiendo sobre el margen del rio Tuis.",1999.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; Esteban Uren~a
5833,PRESERVED_SPECIMEN,Oreopanax compactus,3107611,GBIF,,Manuel Vargas,,9.816667,-83.661111,"Tuis, 4 Km sobre la calle Rivel; siguiendo sobre el margen del rio Tuis.",1999.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; Esteban Uren~a
5834,PRESERVED_SPECIMEN,Oreopanax compactus,3107612,GBIF,,Manuel Vargas,,9.816667,-83.661111,"Tuis, 4 Km sobre la calle Rivel; siguiendo sobre el margen del rio Tuis.",1999.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; Esteban Uren~a
14738,PRESERVED_SPECIMEN,Oreopanax compactus,2783308,GBIF,Rodríguez González 4854,Manuel Vargas,,9.81666,-83.66111,"No protegida, Cuenca del Reventazón, Tuis, ca 4 km, sobre la calle Rivel, bosques aledaños al Río Tuis",1999.0,1,1,1,,WGS84,2019,Alexánder Rodríguez|E. Ureña
25124,PRESERVED_SPECIMEN,Oreopanax compactus,167559,GBIF,,Manuel Vargas,,9.96,-83.69,"M.N. Guayabo Sobre los ríos Guayabo, Lajas y Torito.",1992.0,1,1,1,,WGS84,2019,"Rivera, Gerardo"
25145,PRESERVED_SPECIMEN,Oreopanax compactus,235679,GBIF,,Manuel Vargas,,9.81,-83.66,"Ca. 4 km sobre la calle Rivel, bosques aledaños al río Tuis.",1999.0,1,1,1,,WGS84,2019,"Rodríguez, Alexánder"
40956,PRESERVED_SPECIMEN,Oreopanax compactus,2350756,GBIF,Croat 48467,Manuel Vargas,,8.589160000000001,-81.83388000000001,"Cerro Colorado, along mining road 20 mi above bridge over Río San Félix, near village of San Félix. Primary forest on steep slopes",1979.0,1,1,1,,WGS84,2019,Thomas B. Croat
50507,PRESERVED_SPECIMEN,Oreopanax compactus,1399544,GBIF,Croat 36730,Manuel Vargas,,9.82,-83.4,"Along camino Raíz de Hule, south east of Platanillo (Tsipirí), (Take trail above home of Aziel Jones, American minister)",1976.0,1,1,1,,WGS84,2019,Thomas B. Croat
