,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
14,HUMAN_OBSERVATION,Tabernaemontana hannae,12274235,GBIF,,Manuel Vargas,,16.828661999999998,-93.090837,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
8065,PRESERVED_SPECIMEN,Tabernaemontana hannae,3905255,GBIF,,Manuel Vargas,,10.021539,-85.402565,Pilangosta,2003.0,1,1,1,,WGS84,2019,Juan Francisco Morales Quirós
8066,PRESERVED_SPECIMEN,Tabernaemontana hannae,3905254,GBIF,,Manuel Vargas,,10.021539,-85.402565,Pilangosta,2003.0,1,1,1,,WGS84,2019,Juan Francisco Morales Quirós
9253,PRESERVED_SPECIMEN,Tabernaemontana hannae,4009383,GBIF,,Manuel Vargas,,10.011272,-85.39457800000001,R.S.F. Monte Alto.,2003.0,1,1,1,,WGS84,2019,Juan Francisco Morales Quirós
9254,PRESERVED_SPECIMEN,Tabernaemontana hannae,4009382,GBIF,,Manuel Vargas,,10.011272,-85.39457800000001,R.S.F. Monte Alto.,2003.0,1,1,1,,WGS84,2019,Juan Francisco Morales Quirós
9255,PRESERVED_SPECIMEN,Tabernaemontana hannae,4009381,GBIF,,Manuel Vargas,,10.011272,-85.39457800000001,R.S.F. Monte Alto.,2003.0,1,1,1,,WGS84,2019,Juan Francisco Morales Quirós
16926,PRESERVED_SPECIMEN,Tabernaemontana hannae,3496024,GBIF,Cabrera Cano 7553,Manuel Vargas,,16.440555,-92.39694399999999,"A 12 km al S de Amatenango del Valle, sobre el camino a Villa Las Rosas.",1984.0,1,1,1,,WGS84,2019,Edgar Fco. Cabrera C.|H. de Cabrera
19837,HUMAN_OBSERVATION,Tabernaemontana hannae,16053722,GBIF,,Manuel Vargas,,16.814207999999997,-93.106509,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
26536,HUMAN_OBSERVATION,Tabernaemontana hannae,15308391,GBIF,,Manuel Vargas,,16.829287,-93.10497099999999,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
26541,HUMAN_OBSERVATION,Tabernaemontana hannae,15515917,GBIF,,Manuel Vargas,,16.828788,-93.107224,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
26664,HUMAN_OBSERVATION,Tabernaemontana hannae,32191890,GBIF,,Manuel Vargas,,16.237248,-92.331884,,2019.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
29611,HUMAN_OBSERVATION,Tabernaemontana hannae,13127003,GBIF,,Manuel Vargas,,16.820286,-93.07490899999999,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
30360,HUMAN_OBSERVATION,Tabernaemontana hannae,7224553,GBIF,,Manuel Vargas,,16.805257,-93.095462,,2017.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
39011,PRESERVED_SPECIMEN,Tabernaemontana hannae,100559204,GBIF,Morales Quirós 10339,Manuel Vargas,,10.011389,-85.394444,"Z.P. Nosara. Península de Nicoya. Hojancha, R.F. Monte Alto, Río Nosara y Quebrada Huacas.",2003.0,1,1,1,,WGS84,2019,J. F. Morales
43352,HUMAN_OBSERVATION,Tabernaemontana hannae,9616827,GBIF,,Manuel Vargas,,16.812322,-93.10255,,2018.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
47122,HUMAN_OBSERVATION,Tabernaemontana hannae,6522327,GBIF,,Manuel Vargas,,16.809753,-93.09575500000001,,2017.0,1,1,1,,WGS84,2019,Neptalí Ramírez Marcial
