,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
17265,PRESERVED_SPECIMEN,Macrocarpaea auriculata,415809,GBIF,Haber 570,Manuel Vargas,,10.28,-84.78,"Monteverde Reserve, small tree in 2nd growth elfin woods on divide.",1981.0,1,1,1,,WGS84,2019,William A. Haber
17266,PRESERVED_SPECIMEN,Macrocarpaea auriculata,415827,GBIF,Haber 336,Manuel Vargas,,10.3,-84.78,"Monteverde reserve, divide.",1979.0,1,1,1,,WGS84,2019,William A. Haber
17275,PRESERVED_SPECIMEN,Macrocarpaea auriculata,416401,GBIF,Haber 2455,Manuel Vargas,,10.31,-84.71,"Reserva Biológica Monteverde, Sendero Brillante",1985.0,1,1,1,,WGS84,2019,William A. Haber|Erick Bello C.
17277,PRESERVED_SPECIMEN,Macrocarpaea auriculata,416437,GBIF,Haber 4539,Manuel Vargas,,10.333333,-84.833333,"Monteverde Cloud Forest Reserve, road to TV towers; Pacific slope.",1986.0,1,1,1,,WGS84,2019,William A. Haber|Erick Bello C.|L. Lierheimer
17279,PRESERVED_SPECIMEN,Macrocarpaea auriculata,416460,GBIF,Haber 7389,Manuel Vargas,,10.25,-84.78333,"Guacimal, Río Veracruz Zona Monteverde, Finca Hermanos Morales Vertiente Pacífica.",1987.0,1,1,1,,WGS84,2019,William A. Haber|Erick Bello C.
17281,PRESERVED_SPECIMEN,Macrocarpaea auriculata,416917,GBIF,Bello Carranza 1715,Manuel Vargas,,10.25,-84.8,"Reserva Biológica Monteverde Refugio Veracruz, Finca Los Salazar. Río Veracruz, Vertiente Pacífica.",1990.0,1,1,1,,WGS84,2019,Erick Bello C.
24250,PRESERVED_SPECIMEN,Macrocarpaea auriculata,169995,GBIF,,Manuel Vargas,,10.25,-84.8,R.B. Monteverde Refugio Veracruz. Finca los Salazar. Río Veracruz.,1990.0,1,1,1,,WGS84,2019,"Bello, Erick"
34635,PRESERVED_SPECIMEN,Macrocarpaea auriculata,,GBIF,2265,Manuel Vargas,,10.0114,-83.9519,,1969.0,1,1,1,,WGS84,2019,L. D. Gómez P.
42282,PRESERVED_SPECIMEN,Macrocarpaea auriculata,,GBIF,2265,Manuel Vargas,,10.0114,-83.9519,,1969.0,1,1,1,,WGS84,2019,L. D. Gómez P.
