,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
21971,PRESERVED_SPECIMEN,Inga tenuipedunculata,00257511,GBIF,,Manuel Vargas,,17.35,-94.383333,"13.7 Km al E de La Laguna, sobre la terracería a Uxpanapa, luego 8 Km al N sobre camino nuevo (no completo) a Belisario Domínguez",1981.0,1,1,1,,WGS84,2019,T. L. Wendt; E. J. Lott; I. Navarrete
21972,PRESERVED_SPECIMEN,Inga tenuipedunculata,00257474,GBIF,,Manuel Vargas,,17.25,-94.583333,"Km 0-2 S del campto Cedillo camino a Río Alegre, desv al E",1974.0,1,1,1,,WGS84,2019,Brigada Dorantes
30285,PRESERVED_SPECIMEN,Inga tenuipedunculata,1168798,GBIF,,Manuel Vargas,,18.0147,-94.5726,"Minatitlán;  Minatitlán;  13 km al E de La Laguna, terracería a Uxpanapa, 5 km al N sobre camino nuevo a Belisarío Domínguez",1981.0,1,1,1,,WGS84,2019,T. Wendt & E. Lott
33734,PRESERVED_SPECIMEN,Inga tenuipedunculata,V0058118F,GBIF,9029a,Manuel Vargas,,23.0,-102.0,,1937.0,1,1,1,,WGS84,2019,Ll. Williams
35641,PRESERVED_SPECIMEN,Inga tenuipedunculata,92375,GBIF,Stevens 23839,Manuel Vargas,,10.683333,-83.633333,"Cerro Coronel, E of Laguna Danto.",1986.0,1,1,1,,WGS84,2019,W. D. Stevens
35727,PRESERVED_SPECIMEN,Inga tenuipedunculata,94157,GBIF,Morales Quirós 378,Manuel Vargas,,9.697222,-84.391667,Z. P. La Cangreja. Santa Rosa de Puriscal. En las márgenes del Río Negro.,1992.0,1,1,1,,WGS84,2019,J. F. Morales
37189,PRESERVED_SPECIMEN,Inga tenuipedunculata,8189,GBIF,,Manuel Vargas,,17.358333,-94.391667,"13.7 km al E de La Laguna sobre terracería a Uxpanapa, luego 8 km al N sobre camino nuevo (no completo) a Belisario Domínguez, mpio. Minatitlán.",1984.0,1,1,1,,WGS84,2019,T. Wendt; E.J. Lott; I. Navarrete
45721,PRESERVED_SPECIMEN,Inga tenuipedunculata,V071829,GBIF,,Manuel Vargas,,17.541667,-94.325,NO DISPONIBLE,1981.0,1,1,1,,WGS84,2019,T. Wendt
46698,PRESERVED_SPECIMEN,Inga tenuipedunculata,2083,GBIF,9029a,Manuel Vargas,,17.560278,-94.72,"Fortuño, Coatzacoales R.",1937.0,1,1,1,,WGS84,2019,L. W. Williams
