,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
7799,PRESERVED_SPECIMEN,Bactris longiseta,3890291,GBIF,,Manuel Vargas,,10.438889,-83.958333,Rumbo a Finca Los Maderos.,1999.0,1,1,1,,WGS84,2019,Barry Hammel; Priscila Hurtado
14524,PRESERVED_SPECIMEN,Bactris longiseta,2705765,GBIF,Moraga Medina 947,Manuel Vargas,,11.03333,-85.4,No protegida. Volcán Orosí. Límite Este del A.C.G.; 2-3 km S de la Esperanza.,1997.0,1,1,1,,WGS84,2019,Calixto Moraga
14997,PRESERVED_SPECIMEN,Bactris longiseta,287916,GBIF,Boyle 1283,Manuel Vargas,,10.27722,-84.0825,"Parque Nacional Braulio Carrillo, Sendero del Transecto, immediately to right of trail, one half hour below refugio at 1070 m, Primary Premontane Wet Forest, Treeplot 1000-1",1992.0,1,1,1,,WGS84,2019,Brad Boyle
15291,PRESERVED_SPECIMEN,Bactris longiseta,292978,GBIF,Grayum 6742,Manuel Vargas,,10.29,-84.07,"Forest between Río Peje and Río Sardinalito, Atlantic slope of Volcán Barva. 10º17.5'N 84º04.5'W 700-750 m",1986.0,1,1,1,,WGS84,2019,Michael H. Grayum
16854,PRESERVED_SPECIMEN,Bactris longiseta,3469250,GBIF,Vargas Ramírez 1725,Manuel Vargas,,10.43138,-84.00361,La Selva Biological Station. Sendero: SOR 430m. Izq. 10 m.,2007.0,1,1,1,,WGS84,2019,Orlando Vargas
19139,PRESERVED_SPECIMEN,Bactris longiseta,02385449,GBIF,2902,Manuel Vargas,,10.2972,-84.0736,P.N. Braulio Carrillo; Cordillera Central. Puesto El Ceibo. On ridge crest 250 m E of Transect Trail.,1994.0,1,1,1,,WGS84,2019,B. Boyle
36490,PRESERVED_SPECIMEN,Bactris longiseta,890737,GBIF,Boyle 2902,Manuel Vargas,,10.29,-84.07,"Parque Nacional Braulio Carrillo, Cordillera Central, Puesto El Ceibo, on ridge crest 250 m east of Transect Trail, primary premontane wet forest",1994.0,1,1,1,,WGS84,2019,Brad Boyle|L. Esquivel|S. Kelly
46410,PRESERVED_SPECIMEN,Bactris longiseta,02385450,GBIF,2902,Manuel Vargas,,10.2972,-84.0736,P.N. Braulio Carrillo; Cordillera Central. Puesto El Ceibo. On ridge crest 250 m E of Transect Trail.,1994.0,1,1,1,,WGS84,2019,B. Boyle
