,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
789,PRESERVED_SPECIMEN,Sloanea guapilensis,1531438,GBIF,,Manuel Vargas,,10.6775,-84.233333,"Pital, Boca Tapada, Finca Hogar de Ancianos.",1997.0,1,1,1,,WGS84,2019,Nelson A. Zamora Villalobos
3666,PRESERVED_SPECIMEN,Sloanea guapilensis,2816880,GBIF,,Manuel Vargas,,10.6775,-84.233333,"Pital, Boca Tapada, Finca Hogar de Ancianos.",1997.0,1,1,1,,WGS84,2019,Nelson A. Zamora Villalobos
15870,PRESERVED_SPECIMEN,Sloanea guapilensis,3151957,GBIF,Estrada Chavarría 2371,Manuel Vargas,,10.119444999999999,-83.686111,La Isleta.,2000.0,1,1,1,,WGS84,2019,Armando Estrada
25514,PRESERVED_SPECIMEN,Sloanea guapilensis,203142,GBIF,,Manuel Vargas,,8.91,-82.16,"Bocas del Toro. Near Hwy to Chiriquí Grande, 10 road miles from continental divide ans about 2-road-miles along road east of highway",,1,1,1,,WGS84,2019,"McPherson, Gordon"
25522,PRESERVED_SPECIMEN,Sloanea guapilensis,224268,GBIF,,Manuel Vargas,,10.11,-83.68,La Isleta.,2000.0,1,1,1,,WGS84,2019,"Estrada, Armando"
39167,PRESERVED_SPECIMEN,Sloanea guapilensis,BM000062666,GBIF,11818,Manuel Vargas,,8.507188000000001,-80.102665,,,1,1,1,,WGS84,2019,Gordon Duane McPherson
43319,PRESERVED_SPECIMEN,Sloanea guapilensis,3329141,GBIF,11818,Manuel Vargas,,8.92,-82.17,"Near highway to Chiriqui Grande, 10 road-miles from continental divide and about 2 road- miles along road east of highway.",1987.0,1,1,1,,WGS84,2019,G. D. McPherson
53843,PRESERVED_SPECIMEN,Sloanea guapilensis,2130737,GBIF,Zamora Villalobos 2582,Manuel Vargas,,10.67,-84.23,"Cuenca del San Carlos, Pital, Boca Tapada, Finca Hogar de Ancianos",1997.0,1,1,1,,WGS84,2019,Nelson Zamora
